year,region,gender,rank,name
2017,Česko,girl,244-593,Bao Anh
2017,Česko,boy,176-496,Jakub Sebastian
2017,Česko,girl,244-593,Bao Han
2017,Česko,boy,176-496,James Andrew
2017,Česko,girl,244-593,Bao Ngoc
2017,Česko,boy,176-496,Ján
2017,Česko,girl,244-593,Beatrice
2017,Česko,boy,176-496,Jan Antonín
2017,Česko,girl,244-593,Belinda
2017,Česko,boy,176-496,Jan František
2017,Česko,girl,244-593,Bianca Andrea
2017,Česko,boy,176-496,Jan Kryštof
2017,Česko,girl,244-593,Bianka
2017,Česko,boy,176-496,Jan Sebastian
2017,Česko,girl,244-593,Božena
2017,Česko,boy,176-496,Jan Vladimír
2017,Česko,girl,244-593,Caitir
2017,Česko,boy,176-496,Janis
2017,Česko,girl,244-593,Carolina Julia
2017,Česko,boy,176-496,János
2017,Česko,girl,244-593,Caroline
2017,Česko,boy,176-496,Jaroslav Rafael
2017,Česko,girl,244-593,Cecílie
2017,Česko,boy,176-496,Jason Jay
2017,Česko,girl,244-593,Celia
2017,Česko,boy,176-496,Jeremiáš Abel
2017,Česko,girl,244-593,Clara
2017,Česko,boy,176-496,Jeroným
2017,Česko,girl,244-593,Claudia Michelle
2017,Česko,boy,176-496,Jeroným Jan
2017,Česko,girl,244-593,Claudie Bohumila
2017,Česko,boy,176-496,Jerzy
2017,Česko,girl,244-593,Dajana
2017,Česko,boy,176-496,Jiří Marco
2017,Česko,girl,244-593,Dana
2017,Česko,boy,176-496,Jiří Oliver
2017,Česko,girl,244-593,Debora
2017,Česko,boy,176-496,Joel
2017,Česko,girl,244-593,Deborah
2017,Česko,boy,176-496,Johann
2017,Česko,girl,244-593,Dorota Zdenka
2017,Česko,boy,176-496,Jon
2017,Česko,girl,244-593,Dorotea
2017,Česko,boy,176-496,Jonáš Adrián
2017,Česko,girl,244-593,Ebba
2017,Česko,boy,176-496,Jonatan
2017,Česko,girl,244-593,Eden
2017,Česko,boy,176-496,Jonatán
2017,Česko,girl,244-593,Ekaterina
2017,Česko,boy,176-496,Jordán Filip
2017,Česko,girl,244-593,Eleanor
2017,Česko,boy,176-496,Josef Adam
2017,Česko,girl,244-593,Elena Melis
2017,Česko,boy,176-496,Josef Barnabáš
2017,Česko,girl,244-593,Eleni
2017,Česko,boy,176-496,Josef David
2017,Česko,girl,244-593,Elisa
2017,Česko,boy,176-496,Josef Maxmilián
2017,Česko,girl,244-593,Elisabet
2017,Česko,boy,176-496,Josef Sebastian
2017,Česko,girl,244-593,Elisabeth Anna
2017,Česko,boy,176-496,Joseph
2017,Česko,girl,244-593,Elisabeth Sofie
2017,Česko,boy,176-496,Joshua William
2017,Česko,girl,244-593,Elisha
2017,Česko,boy,176-496,Julius
2017,Česko,girl,244-593,Elissa
2017,Česko,boy,176-496,Juraj
2017,Česko,girl,244-593,Eliška Hana
2017,Česko,boy,176-496,Jusef
2017,Česko,girl,244-593,Eliška Zoe
2017,Česko,boy,176-496,Justin
2017,Česko,girl,244-593,Eliza Sofia
2017,Česko,boy,176-496,Kajetán
2017,Česko,girl,244-593,Elizabet
2017,Česko,boy,176-496,Karel Emanuel
2017,Česko,girl,244-593,Elizabeth Ella
2017,Česko,boy,176-496,Kevin Wayne
2017,Česko,girl,244-593,Ella Kateřina
2017,Česko,boy,176-496,Kilian
2017,Česko,girl,244-593,Ella Olivie
2017,Česko,boy,176-496,Kliem Pierre-Emmanuelovich
2017,Česko,girl,244-593,Ellie
2017,Česko,boy,176-496,Kolja
2017,Česko,girl,244-593,Ellis
2017,Česko,boy,176-496,Kristian Nikola
2017,Česko,girl,244-593,Elvíra
2017,Česko,boy,176-496,Kristifer
2017,Česko,girl,244-593,Ema Barbora
2017,Česko,boy,176-496,Kristyán
2017,Česko,girl,244-593,Ema Helena
2017,Česko,boy,176-496,Krystian
2017,Česko,girl,244-593,Emília
2017,Česko,boy,176-496,Kryštof Michael
2017,Česko,girl,244-593,Emilie Dagmar
2017,Česko,boy,176-496,Kryštof Mikuláš
2017,Česko,girl,244-593,Emilija
2017,Česko,boy,176-496,Kryštof Ondřej
2017,Česko,girl,244-593,Emily Zoe
2017,Česko,boy,176-496,Kvido
2017,Česko,girl,244-593,Emma Julie
2017,Česko,boy,176-496,Leo
2017,Česko,girl,244-593,Emma Miriam
2017,Česko,boy,176-496,Leopold Michael
2017,Česko,girl,244-593,Erin
2017,Česko,boy,176-496,Liam
2017,Česko,girl,244-593,Esma
2017,Česko,boy,176-496,Louis Patrick
2017,Česko,girl,244-593,Esmée
2017,Česko,boy,176-496,Luděk
2017,Česko,girl,244-593,Eva Marie
2017,Česko,boy,176-496,Luděk Josef
2017,Česko,girl,244-593,Evelin
2017,Česko,boy,176-496,Lukáš Aditya
2017,Česko,girl,244-593,Eveline
2017,Česko,boy,176-496,Lukáš Daniel
2017,Česko,girl,244-593,Evelyn
2017,Česko,boy,176-496,Lukáš Kevin
2017,Česko,girl,244-593,Fatihabegim
2017,Česko,boy,176-496,Lukáš Matouš
2017,Česko,girl,244-593,Federica Sylvie
2017,Česko,boy,176-496,Luong Xuan Lam
2017,Česko,girl,244-593,Franciska
2017,Česko,boy,176-496,Mai Dang
2017,Česko,girl,244-593,Františka Eva
2017,Česko,boy,176-496,Maksym
2017,Česko,girl,244-593,Gabriela Karla
2017,Česko,boy,176-496,Malcolm Neil
2017,Česko,girl,244-593,Gabriela Vasylivna
2017,Česko,boy,176-496,Manh Cuong
2017,Česko,girl,244-593,Gia Han
2017,Česko,boy,176-496,Manoli
2017,Česko,girl,244-593,Greta
2017,Česko,boy,176-496,Manuel
2017,Česko,girl,244-593,Han
2017,Česko,boy,176-496,Manuele
2017,Česko,girl,244-593,Hana Há Mi
2017,Česko,boy,176-496,Marc Onofrio
2017,Česko,girl,244-593,Hana Kristýna
2017,Česko,boy,176-496,Marcel
2017,Česko,girl,244-593,Hanka
2017,Česko,boy,176-496,Marco
2017,Česko,girl,244-593,Havi
2017,Česko,boy,176-496,Marcus
2017,Česko,girl,244-593,Heda
2017,Česko,boy,176-496,Marek Nikolas
2017,Česko,girl,244-593,Helena Cora
2017,Česko,boy,176-496,Mario
2017,Česko,girl,244-593,Hermína
2017,Česko,boy,176-496,Markus
2017,Česko,girl,244-593,Hoang Khanh Chi
2017,Česko,boy,176-496,Martin Filip
2017,Česko,girl,244-593,Charlotte Ogechi
2017,Česko,boy,176-496,Martin Tomáš
2017,Česko,girl,244-593,Chralotte
2017,Česko,boy,176-496,Marvin
2017,Česko,girl,244-593,Chu Khanh Chi
2017,Česko,boy,176-496,Matěj Vratislav
2017,Česko,girl,244-593,Ina
2017,Česko,boy,176-496,Mathias Jan
2017,Česko,girl,244-593,Ines
2017,Česko,boy,176-496,Mathyas
2017,Česko,girl,244-593,Inka
2017,Česko,boy,176-496,Matias
2017,Česko,girl,244-593,Inna
2017,Česko,boy,176-496,Matteo Daniel
2017,Česko,girl,244-593,Irena
2017,Česko,boy,176-496,Matthias Adam
2017,Česko,girl,244-593,Irina Alexandrovna
2017,Česko,boy,176-496,Mattian
2017,Česko,girl,244-593,Isabel Siana
2017,Česko,boy,176-496,Matyas Amir
2017,Česko,girl,244-593,Isabela Lilly
2017,Česko,boy,176-496,Matyáš Maxmilián
2017,Česko,girl,244-593,Isabelle
2017,Česko,boy,176-496,Matyáš Milan
2017,Česko,girl,244-593,Isla Ria
2017,Česko,boy,176-496,Maurice
2017,Česko,girl,244-593,Iva
2017,Česko,boy,176-496,Mauricio
2017,Česko,girl,244-593,Ivana
2017,Česko,boy,176-496,Max An
2017,Česko,girl,244-593,Iveta
2017,Česko,boy,176-496,Max Terry
2017,Česko,girl,244-593,Iza
2017,Česko,boy,176-496,Maximilian
2017,Česko,girl,244-593,Izabel
2017,Česko,boy,176-496,Maximo Antonín
2017,Česko,girl,244-593,Izabela Marie
2017,Česko,boy,176-496,Maxmilián Rafael
2017,Česko,girl,244-593,Jana Patricie
2017,Česko,boy,176-496,Medard
2017,Česko,girl,244-593,Jarmila
2017,Česko,boy,176-496,Mihail
2017,Česko,girl,244-593,Jasmína Irena
2017,Česko,boy,176-496,Michal Jiří
2017,Česko,girl,244-593,Jenna
2017,Česko,boy,176-496,Michel
2017,Česko,girl,244-593,Jennifer Vanessa
2017,Česko,boy,176-496,Mikail Oliver
2017,Česko,girl,244-593,Jessica Lauren
2017,Česko,boy,176-496,Mike
2017,Česko,girl,244-593,Jiřina
2017,Česko,boy,176-496,Mikeš
2017,Česko,girl,244-593,Johanna
2017,Česko,boy,176-496,Minh Hoang
2017,Česko,girl,244-593,Jolanda
2017,Česko,boy,176-496,Minh Quan
2017,Česko,girl,244-593,Josefína Hana
2017,Česko,boy,176-496,Miron
2017,Česko,girl,244-593,Josefine
2017,Česko,boy,176-496,Mojmír
2017,Česko,girl,244-593,Josephine Maria Rose
2017,Česko,boy,176-496,Moshe Nasi
2017,Česko,girl,244-593,Jozefína
2017,Česko,boy,176-496,Munkhtuguldur
2017,Česko,girl,244-593,Julia
2017,Česko,boy,176-496,Mykhaylo
2017,Česko,girl,244-593,Julia Dominika
2017,Česko,boy,176-496,Nádasi
2017,Česko,girl,244-593,Julie Anna
2017,Česko,boy,176-496,Naim
2017,Česko,girl,244-593,Julie Zdeňka
2017,Česko,boy,176-496,Narek
2017,Česko,girl,244-593,Karina
2017,Česko,boy,176-496,Natanael
2017,Česko,girl,244-593,Katarína
2017,Česko,boy,176-496,Nataniel
2017,Česko,girl,244-593,Kateřina Anna
2017,Česko,boy,176-496,Neo
2017,Česko,girl,244-593,Katka
2017,Česko,boy,176-496,Ngoc Tan Truong
2017,Česko,girl,244-593,Katrin
2017,Česko,boy,176-496,Nguyen Khang
2017,Česko,girl,244-593,Khanh My
2017,Česko,boy,176-496,Nickolas Thomas
2017,Česko,girl,244-593,Khanh Ngan
2017,Česko,boy,176-496,Nico
2017,Česko,girl,244-593,Khanh Nhien Nela
2017,Česko,boy,176-496,Nicolas Andrej
2017,Česko,girl,244-593,Klára Evelína
2017,Česko,boy,176-496,Nicolas Radek
2017,Česko,girl,244-593,Klaudia Neves
2017,Česko,boy,176-496,Nicholas
2017,Česko,girl,244-593,Kristina Anna
2017,Česko,boy,176-496,Nikolai
2017,Česko,girl,244-593,Kristýna Charlotte
2017,Česko,boy,176-496,Nikolas Bruno
2017,Česko,girl,244-593,Lac Nhien
2017,Česko,boy,176-496,Nikolas Samuel
2017,Česko,girl,244-593,Lauren
2017,Česko,boy,176-496,Noa Medin
2017,Česko,girl,244-593,Lea
2017,Česko,boy,176-496,Noam
2017,Česko,girl,244-593,Leah
2017,Česko,boy,176-496,Noel
2017,Česko,girl,244-593,Lena
2017,Česko,boy,176-496,Noel Joshua
2017,Česko,girl,244-593,Léna
2017,Česko,boy,176-496,Olin
2017,Česko,girl,244-593,Liana
2017,Česko,boy,176-496,Oliver Iago
2017,Česko,girl,244-593,Lili
2017,Česko,boy,176-496,Oliver Thobias
2017,Česko,girl,244-593,Liliana Natálie
2017,Česko,boy,176-496,Ondra
2017,Česko,girl,244-593,Lilija
2017,Česko,boy,176-496,Otakar
2017,Česko,girl,244-593,Lilijana
2017,Česko,boy,176-496,Patrik Williem
2017,Česko,girl,244-593,Lilly Dobromila
2017,Česko,boy,176-496,Peter
2017,Česko,girl,244-593,Livie
2017,Česko,boy,176-496,Petr René
2017,Česko,girl,244-593,Luisa
2017,Česko,boy,176-496,Phi Long
2017,Česko,girl,244-593,Mabel
2017,Česko,boy,176-496,Phuc Thinh
2017,Česko,girl,244-593,Mac Lan
2017,Česko,boy,176-496,Prokop Greg
2017,Česko,girl,244-593,Madeleine
2017,Česko,boy,176-496,Quoc Anh
2017,Česko,girl,244-593,Magda
2017,Česko,boy,176-496,Rado
2017,Česko,girl,244-593,Magdalena Ana
2017,Česko,boy,176-496,Radoslav
2017,Česko,girl,244-593,Magdalena Valentýna
2017,Česko,boy,176-496,Rafael Jan
2017,Česko,girl,244-593,Maria
2017,Česko,boy,176-496,Ramon
2017,Česko,girl,244-593,Maria Jana
2017,Česko,boy,176-496,Rayan
2017,Česko,girl,244-593,Mariam
2017,Česko,boy,176-496,Rayen
2017,Česko,girl,244-593,Mariána
2017,Česko,boy,176-496,Remus Octavian
2017,Česko,girl,244-593,Mariana Antonie
2017,Česko,boy,176-496,Robin Sayre
2017,Česko,girl,244-593,Marie Anna
2017,Česko,boy,176-496,Roman Vojta
2017,Česko,girl,244-593,Marie Eliška
2017,Česko,boy,176-496,Ruben
2017,Česko,girl,244-593,Marie Lucie
2017,Česko,boy,176-496,Rudolf
2017,Česko,girl,244-593,Marika
2017,Česko,boy,176-496,Rumen
2017,Česko,girl,244-593,Marína
2017,Česko,boy,176-496,Samuel Miner
2017,Česko,girl,244-593,Markéta Klára
2017,Česko,boy,176-496,Samuel Robert
2017,Česko,girl,244-593,Máří Magdaléna
2017,Česko,boy,176-496,Santiago
2017,Česko,girl,244-593,Matylda Marie
2017,Česko,boy,176-496,Santino
2017,Česko,girl,244-593,Mei Viktorie
2017,Česko,boy,176-496,Sean
2017,Česko,girl,244-593,Melinda
2017,Česko,boy,176-496,Sebastian Tomáš
2017,Česko,girl,244-593,Melinda Tea
2017,Česko,boy,176-496,Sebastian Vincent
2017,Česko,girl,244-593,Mia Rosalie
2017,Česko,boy,176-496,Sebastien
2017,Česko,girl,244-593,Michaela Mia
2017,Česko,boy,176-496,Severín
2017,Česko,girl,244-593,Minh Khue
2017,Česko,boy,176-496,Simeon
2017,Česko,girl,244-593,Minh Thu
2017,Česko,boy,176-496,Stefan
2017,Česko,girl,244-593,Mira
2017,Česko,boy,176-496,Stig
2017,Česko,girl,244-593,Miriam Sofie
2017,Česko,boy,176-496,Štefan Miloš
2017,Česko,girl,244-593,Moc Tra
2017,Česko,boy,176-496,Štefan Theodor
2017,Česko,girl,244-593,Naděžda
2017,Česko,boy,176-496,Tadeáš Eduard
2017,Česko,girl,244-593,Nancy
2017,Česko,boy,176-496,Taylor
2017,Česko,girl,244-593,Naomi Elisabeth
2017,Česko,boy,176-496,Theo
2017,Česko,girl,244-593,Natalia Anna
2017,Česko,boy,176-496,Thien Nhan
2017,Česko,girl,244-593,Natálie Nikoleta
2017,Česko,boy,176-496,Thobias
2017,Česko,girl,244-593,Natally Violett
2017,Česko,boy,176-496,Tien Thanh
2017,Česko,girl,244-593,Naysa
2017,Česko,boy,176-496,Tim
2017,Česko,girl,244-593,Nea Layla
2017,Česko,boy,176-496,Timon
2017,Česko,girl,244-593,Nela Izabela
2017,Česko,boy,176-496,Timothy Gabriel
2017,Česko,girl,244-593,Nela Jana
2017,Česko,boy,176-496,Tobias Jaroslav
2017,Česko,girl,244-593,Nela Josefína
2017,Česko,boy,176-496,Tobias Michel
2017,Česko,girl,244-593,Nelly Antonie
2017,Česko,boy,176-496,Tobiasz
2017,Česko,girl,244-593,Ngoc Ha
2017,Česko,boy,176-496,Tobiáš Jakub
2017,Česko,girl,244-593,Ngoc My An
2017,Česko,boy,176-496,Tony Chu
2017,Česko,girl,244-593,Nguyen Nhu Y
2017,Česko,boy,176-496,Tra My
2017,Česko,girl,244-593,Nguyen Quyng Anh
2017,Česko,boy,176-496,Tran Duc Anh
2017,Česko,girl,244-593,Nha Ngoc
2017,Česko,boy,176-496,Trong Hieu
2017,Česko,girl,244-593,Nicol Victoria
2017,Česko,boy,176-496,Tuan Phong
2017,Česko,girl,244-593,Nicole
2017,Česko,boy,176-496,Valentin
2017,Česko,girl,244-593,Nicole Aria
2017,Česko,boy,176-496,Vavřinec
2017,Česko,girl,244-593,Nicolette
2017,Česko,boy,176-496,Vendelín
2017,Česko,girl,244-593,Nicolla
2017,Česko,boy,176-496,Viet Anh
2017,Česko,girl,244-593,Nihal
2017,Česko,boy,176-496,Viktor Velen
2017,Česko,girl,244-593,Nika
2017,Česko,boy,176-496,Vít Karel
2017,Česko,girl,244-593,Nikita
2017,Česko,boy,176-496,Vítek Šimon
2017,Česko,girl,244-593,Nikoleta
2017,Česko,boy,176-496,Vlad
2017,Česko,girl,244-593,Nnenna Elisha
2017,Česko,boy,176-496,Vojtěch František
2017,Česko,girl,244-593,Noemi
2017,Česko,boy,176-496,Vojtěch Jakub
2017,Česko,girl,244-593,Nora
2017,Česko,boy,176-496,Vojtěch Kryštof
2017,Česko,girl,244-593,Nora Alexandra
2017,Česko,boy,176-496,Walter
2017,Česko,girl,244-593,Ofelie
2017,Česko,boy,176-496,William Constantin
2017,Česko,girl,244-593,Oldřiška
2017,Česko,boy,176-496,Wolfgang
2017,Česko,girl,244-593,Oleksandra
2017,Česko,boy,176-496,Yuze
2017,Česko,girl,244-593,Olivia
2017,Česko,boy,176-496,Zachariáš Josef
2017,Česko,girl,244-593,Olivie
2017,Česko,boy,176-496,Zbyněk
2017,Česko,girl,244-593,Oyu
2017,Česko,boy,176-496,Zlatan
2017,Česko,girl,244-593,Pariso
2017,Česko,boy,176-496,Zolboo
2017,Česko,girl,244-593,Paulina
2017,Česko,girl,244-593,Pavlína Valentýna
2017,Česko,girl,244-593,Phuong Anh
2017,Česko,girl,244-593,Phuong Linh
2017,Česko,girl,244-593,Phuong Uyen
2017,Česko,girl,244-593,Phuong Vy
2017,Česko,girl,244-593,Quynh Anh
2017,Česko,girl,244-593,Quynh Trang
2017,Česko,girl,244-593,Radka
2017,Česko,girl,244-593,Rachel Bethany
2017,Česko,girl,244-593,Rebeca
2017,Česko,girl,244-593,Rita
2017,Česko,girl,244-593,Romana
2017,Česko,girl,244-593,Ronia Lili
2017,Česko,girl,244-593,Ronja
2017,Česko,girl,244-593,Rosalia
2017,Česko,girl,244-593,Rosalie
2017,Česko,girl,244-593,Rosálie
2017,Česko,girl,244-593,Rosalie Anna
2017,Česko,girl,244-593,Rosarie
2017,Česko,girl,244-593,Rosario Andrea
2017,Česko,girl,244-593,Róza
2017,Česko,girl,244-593,Rozálie Anna
2017,Česko,girl,244-593,Rút
2017,Česko,girl,244-593,Růžene Rebeca
2017,Česko,girl,244-593,Saga
2017,Česko,girl,244-593,Salma
2017,Česko,girl,244-593,Samantha
2017,Česko,girl,244-593,Sandra Darina
2017,Česko,girl,244-593,Scarlet
2017,Česko,girl,244-593,Scarlett
2017,Česko,girl,244-593,Selin
2017,Česko,girl,244-593,Sibel
2017,Česko,girl,244-593,Simona Aspen
2017,Česko,girl,244-593,Sofia Victoria
2017,Česko,girl,244-593,Sofie Blanka
2017,Česko,girl,244-593,Sofie Katrin
2017,Česko,girl,244-593,Sofie Marie
2017,Česko,girl,244-593,Soňa Sofie
2017,Česko,girl,244-593,Sophia Anna
2017,Česko,girl,244-593,Sophia Jana
2017,Česko,girl,244-593,Stanislava
2017,Česko,girl,244-593,Stefanie
2017,Česko,girl,244-593,Stella Amélie
2017,Česko,girl,244-593,Suri Nell
2017,Česko,girl,244-593,Sylva
2017,Česko,girl,244-593,Šarlota Marie
2017,Česko,girl,244-593,Tam Anh
2017,Česko,girl,244-593,Tara
2017,Česko,girl,244-593,Tara Elissa
2017,Česko,girl,244-593,Teodora
2017,Česko,girl,244-593,Tereza Hana
2017,Česko,girl,244-593,Tereza Silvia
2017,Česko,girl,244-593,Tereza Sofie
2017,Česko,girl,244-593,Terezie Anna
2017,Česko,girl,244-593,Thalia
2017,Česko,girl,244-593,Thanh Huyen
2017,Česko,girl,244-593,Thanh Thuy
2017,Česko,girl,244-593,Thanh Van
2017,Česko,girl,244-593,Thao Linh
2017,Česko,girl,244-593,Thao Ly
2017,Česko,girl,244-593,Thao Uyen
2017,Česko,girl,244-593,Theodora
2017,Česko,girl,244-593,Thien Duyen
2017,Česko,girl,244-593,Thuy My
2017,Česko,girl,244-593,Ticiana
2017,Česko,girl,244-593,Tina Izabella
2017,Česko,girl,244-593,Tram Anh
2017,Česko,girl,244-593,Tristana
2017,Česko,girl,244-593,Týna
2017,Česko,girl,244-593,Valentina Lucie
2017,Česko,girl,244-593,Valerie Ella
2017,Česko,girl,244-593,Velérie
2017,Česko,girl,244-593,Venesa
2017,Česko,girl,244-593,Veronika Vasylivna
2017,Česko,girl,244-593,Vesna Johanka
2017,Česko,girl,244-593,Victorie
2017,Česko,girl,244-593,Viktorie Anastázie
2017,Česko,girl,244-593,Viktorie Ella
2017,Česko,girl,244-593,Viktorie Izabela
2017,Česko,girl,244-593,Viktorie Kristýna
2017,Česko,girl,244-593,Viktorie Libuše
2017,Česko,girl,244-593,Viktorka
2017,Česko,girl,244-593,Violeta
2017,Česko,girl,244-593,Vivienne
2017,Česko,girl,244-593,Yasemin
2017,Česko,girl,244-593,Yasmína
2017,Česko,girl,244-593,Yen Nhi
2017,Česko,girl,244-593,Yesui
2017,Česko,girl,244-593,Yiran
2017,Česko,girl,244-593,Zara Lilien
2017,Česko,girl,244-593,Zlatuše
2017,Česko,girl,244-593,Zoe Kateřina
2017,Česko,girl,244-593,Zorka
2017,Česko,girl,244-593,Žaneta
2017,Česko,girl,244-593,Živa
2017,Česko,girl,244-593,Žofia
2017,Česko,girl,244-593,Žofie Vilemína
2018,Česko,boy,1,Jakub
2018,Česko,girl,1,Eliška
2018,Česko,boy,2,Jan
2018,Česko,girl,2,Anna
2018,Česko,boy,3,Adam
2018,Česko,girl,3,Sofie
2018,Česko,boy,4,Matyáš
2018,Česko,girl,4,Ema
2018,Česko,boy,5,Tomáš
2018,Česko,girl,5,Tereza
2018,Česko,boy,6,Vojtěch
2018,Česko,girl,6,Karolína
2018,Česko,boy,7,Matěj
2018,Česko,girl,7,Adéla
2018,Česko,boy,8,Filip
2018,Česko,girl,8,Viktorie
2018,Česko,boy,9,Ondřej
2018,Česko,girl,9,Natálie
2018,Česko,boy,10,Dominik
2018,Česko,girl,10,Kristýna
2018,Česko,boy,11,Daniel
2018,Česko,girl,11-12,Emma
2018,Česko,boy,12,Martin
2018,Česko,girl,11-12,Julie
2018,Česko,boy,13,David
2018,Česko,girl,13,Amálie
2018,Česko,boy,14,Lukáš
2018,Česko,girl,14,Nela
2018,Česko,boy,15,Marek
2018,Česko,girl,15-16,Anežka
2018,Česko,boy,16,Václav
2018,Česko,girl,15-16,Marie
2018,Česko,boy,17,Antonín
2018,Česko,girl,17-18,Klára
2018,Česko,boy,18,Jiří
2018,Česko,girl,17-18,Laura
2018,Česko,boy,19,Kryštof
2018,Česko,girl,19-20,Barbora
2018,Česko,boy,20,Tobiáš
2018,Česko,girl,19-20,Kateřina
2018,Česko,boy,21,Petr
2018,Česko,girl,21,Lucie
2018,Česko,boy,22,Štěpán
2018,Česko,girl,22,Veronika
2018,Česko,boy,23,Šimon
2018,Česko,girl,23,Rozálie
2018,Česko,boy,24,Michal
2018,Česko,girl,24-25,Aneta
2018,Česko,boy,25,Tadeáš
2018,Česko,girl,24-25,Zuzana
2018,Česko,boy,26,Patrik
2018,Česko,girl,26,Ella
2018,Česko,boy,27,Jonáš
2018,Česko,girl,27,Sára
2018,Česko,boy,28-30,František
2018,Česko,girl,28-29,Markéta
2018,Česko,boy,28-30,Josef
2018,Česko,girl,28-29,Nikola
2018,Česko,boy,28-30,Oliver
2018,Česko,girl,30,Mia
2018,Česko,boy,31,Samuel
2018,Česko,girl,31-32,Nikol
2018,Česko,boy,32,Viktor
2018,Česko,girl,31-32,Nina
2018,Česko,boy,33,Pavel
2018,Česko,girl,33,Michaela
2018,Česko,boy,34-37,Karel
2018,Česko,girl,34,Štěpánka
2018,Česko,boy,34-37,Michael
2018,Česko,girl,35,Magdaléna
2018,Česko,boy,34-37,Mikuláš
2018,Česko,girl,36,Alžběta
2018,Česko,boy,34-37,Sebastian
2018,Česko,girl,37-38,Elena
2018,Česko,boy,38,Vít
2018,Česko,girl,37-38,Jana
2018,Česko,boy,39-41,Jáchym
2018,Česko,girl,39,Vanesa
2018,Česko,boy,39-42,Matouš
2018,Česko,girl,40,Gabriela
2018,Česko,boy,39-43,Teodor
2018,Česko,girl,41,Emily
2018,Česko,boy,42,Miroslav
2018,Česko,girl,42,Beáta
2018,Česko,boy,43,Alex
2018,Česko,girl,43,Dominika
2018,Česko,boy,44,Max
2018,Česko,girl,44-46,Hana
2018,Česko,boy,45-46,Jindřich
2018,Česko,girl,44-46,Linda
2018,Česko,boy,45-46,Maxmilián
2018,Česko,girl,44-46,Valerie
2018,Česko,boy,47,Richard
2018,Česko,girl,47,Simona
2018,Česko,boy,48-49,Tobias
2018,Česko,girl,48-49,Elen
2018,Česko,boy,48-49,Vilém
2018,Česko,girl,48-49,Monika
2018,Česko,boy,50-52,Kristián
2018,Česko,girl,50,Stella
2018,Česko,boy,50-52,Nikolas
2018,Česko,girl,51-54,Denisa
2018,Česko,boy,50-52,Sebastián
2018,Česko,girl,51-54,Klaudie
2018,Česko,boy,53-55,Eliáš
2018,Česko,girl,51-54,Lea
2018,Česko,boy,53-55,Radim
2018,Česko,girl,51-54,Vanessa
2018,Česko,boy,53-55,Vítek
2018,Česko,girl,55-58,Daniela
2018,Česko,boy,56-57,Damián
2018,Česko,girl,55-58,Johana
2018,Česko,boy,56-57,Milan
2018,Česko,girl,55-58,Josefína
2018,Česko,boy,58-61,Albert
2018,Česko,girl,55-58,Mariana
2018,Česko,boy,58-61,Eduard
2018,Česko,girl,59-62,Adriana
2018,Česko,boy,58-61,Jaroslav
2018,Česko,girl,59-62,Martina
2018,Česko,boy,58-61,Radek
2018,Česko,girl,59-62,Rozárie
2018,Česko,boy,62-63,Aleš
2018,Česko,girl,59-62,Terezie
2018,Česko,boy,62-63,Erik
2018,Česko,girl,63-65,Agáta
2018,Česko,boy,64-67,Denis
2018,Česko,girl,63-65,Emílie
2018,Česko,boy,64-67,Hugo
2018,Česko,girl,63-65,Patricie
2018,Česko,boy,64-67,Robin
2018,Česko,girl,66-68,Alena
2018,Česko,boy,64-67,Zdeněk
2018,Česko,girl,66-68,Eva
2018,Česko,boy,68-69,Alexandr
2018,Česko,girl,66-68,Magdalena
2018,Česko,boy,68-69,Kevin
2018,Česko,girl,69-72,Andrea
2018,Česko,boy,70,Roman
2018,Česko,girl,69-72,Helena
2018,Česko,boy,71-72,Ladislav
2018,Česko,girl,69-72,Nella
2018,Česko,boy,71-72,Matyas
2018,Česko,girl,69-72,Viola
2018,Česko,boy,73,Prokop
2018,Česko,girl,73-75,Lenka
2018,Česko,boy,74-76,Adrian
2018,Česko,girl,73-75,Leontýna
2018,Česko,boy,74-76,Hynek
2018,Česko,girl,73-75,Stela
2018,Česko,boy,74-76,Oskar
2018,Česko,girl,76-80,Amélie
2018,Česko,boy,77-81,Gabriel
2018,Česko,girl,76-80,Ester
2018,Česko,boy,77-81,Christian
2018,Česko,girl,76-80,Liliana
2018,Česko,boy,77-81,Kristian
2018,Česko,girl,76-80,Šarlota
2018,Česko,boy,77-81,Nicolas
2018,Česko,girl,76-80,Valentýna
2018,Česko,boy,77-81,Rudolf
2018,Česko,girl,81-87,Diana
2018,Česko,boy,82-89,Andrej
2018,Česko,girl,81-87,Františka
2018,Česko,boy,82-89,Damian
2018,Česko,girl,81-87,Nicol
2018,Česko,boy,82-89,Maxim
2018,Česko,girl,81-87,Petra
2018,Česko,boy,82-89,Robert
2018,Česko,girl,81-87,Sofia
2018,Česko,boy,82-89,Rostislav
2018,Česko,girl,81-87,Vendula
2018,Česko,boy,82-89,Stanislav
2018,Česko,girl,81-87,Zoe
2018,Česko,boy,82-89,Vincent
2018,Česko,girl,88-92,Evelína
2018,Česko,boy,82-89,Vladimír
2018,Česko,girl,88-92,Izabela
2018,Česko,boy,90-96,Artur
2018,Česko,girl,88-92,Justýna
2018,Česko,boy,90-96,Hubert
2018,Česko,girl,88-92,Lilien
2018,Česko,boy,90-96,Jaromír
2018,Česko,girl,88-92,Žofie
2018,Česko,boy,90-96,Libor
2018,Česko,girl,93-99,Alexandra
2018,Česko,boy,90-96,Lucas
